n.id,n.name,synonym,synonym w/o disease,status
MESH:D020436,Accessory Nerve Diseases,Accessory Nerve Disease,Accessory Nerve,remove
MESH:D005776,Gaucher Disease,Acid beta-Glucosidase Deficiency Disease,Acid beta-Glucosidase Deficiency,
MESH:C531854,Lysosomal acid lipase deficiency,Acid lipase disease,Acid lipase,remove
MESH:D006009,Glycogen Storage Disease Type II,Acid Maltase Deficiency Disease,Acid Maltase Deficiency,
MESH:D000160,Vestibulocochlear Nerve Diseases,Acoustic Nerve Disease,Acoustic Nerve,remove
MESH:D010981,Platelet Storage Pool Deficiency,Acquired Storage Pool Disease,Acquired Storage Pool,remove
MESH:D049290,"Tay-Sachs Disease, AB Variant",Activator Deficient Tay Sachs Disease,Activator Deficient Tay Sachs,
MESH:D049290,"Tay-Sachs Disease, AB Variant",Activator-Deficient Tay-Sachs Disease,Activator-Deficient Tay-Sachs,
MESH:D000208,Acute Disease,Acute Disease,Acute,remove
MESH:C531689,Acute cerebral Gaucher disease,Acute cerebral Gaucher disease,Acute cerebral Gaucher,
MESH:D005776,Gaucher Disease,Acute Neuronopathic Gaucher Disease,Acute Neuronopathic Gaucher,
MESH:D001528,Behcet Syndrome,Adamantiades Behcet Disease,Adamantiades Behcet,
MESH:D001528,Behcet Syndrome,Adamantiades-Behcet Disease,Adamantiades-Behcet,
MESH:D000224,Addison Disease,Addison Disease,Addison,
MESH:D000224,Addison Disease,Addisons Disease,Addisons,
MESH:D000224,Addison Disease,Addison's Disease,Addison's,
MESH:D010900,Pituitary Diseases,Adenohypophyseal Disease,Adenohypophyseal,remove
MESH:C531816,Severe combined immunodeficiency due to adenosine deaminase deficiency,Adenosine deaminase-deficient severe combined immunodeficiency disease,Adenosine deaminase-deficient severe combined immunodeficiency,
MESH:D000291,Adnexal Diseases,Adnexal Disease,Adnexal,remove
MESH:D000303,Adrenal Cortex Diseases,Adrenal Cortex Disease,Adrenal Cortex,remove
MESH:D000307,Adrenal Gland Diseases,Adrenal Gland Disease,Adrenal Gland,remove
MESH:D016706,"Still's Disease, Adult-Onset",Adult Onset Still Disease,Adult Onset Still,remove
MESH:D016706,"Still's Disease, Adult-Onset",Adult Onset Still's Disease,Adult Onset Still's,
MESH:D020371,Pelizaeus-Merzbacher Disease,Adult Pelizaeus Merzbacher Disease,Adult Pelizaeus Merzbacher,
MESH:D020371,Pelizaeus-Merzbacher Disease,Adult Pelizaeus-Merzbacher Disease,Adult Pelizaeus-Merzbacher,
MESH:D016891,"Polycystic Kidney, Autosomal Dominant",Adult Polycystic Kidney Disease,Adult Polycystic Kidney,
MESH:C564878,"Polyglucosan Body Disease, Adult Form",Adult Polyglucosan Body Disease,Adult Polyglucosan Body,
MESH:D012035,Refsum Disease,Adult Refsum Disease,Adult Refsum,
MESH:D012497,Sandhoff Disease,Adult Sandhoff Disease,Adult Sandhoff,
MESH:D016706,"Still's Disease, Adult-Onset",Adult-Onset Still Disease,Adult-Onset Still,
MESH:D016706,"Still's Disease, Adult-Onset",Adult-Onset Stills Disease,Adult-Onset Stills,
MESH:D016706,"Still's Disease, Adult-Onset",Adult-Onset Still's Disease,Adult-Onset Still's,
MESH:D000382,Agricultural Workers' Diseases,Agricultural Worker Disease,Agricultural Worker,remove
MESH:D000382,Agricultural Workers' Diseases,Agricultural Workers Disease,Agricultural Workers,remove
MESH:D000382,Agricultural Workers' Diseases,Agricultural Workers' Disease,Agricultural Workers',remove
MESH:D000382,Agricultural Workers' Diseases,Agricultural Worker's Disease,Agricultural Worker's,remove
MESH:D006816,Huntington Disease,Akinetic Rigid Variant of Huntington Disease,Akinetic Rigid Variant of Huntington,
MESH:D006816,Huntington Disease,Akinetic-Rigid Variant of Huntington Disease,Akinetic-Rigid Variant of Huntington,
MESH:C562664,Aland Island Eye Disease,Aland Island Eye Disease,Aland Island Eye,
MESH:D010022,Osteopetrosis,Albers Schoenberg Disease,Albers Schoenberg,
MESH:D010022,Osteopetrosis,Albers Schonberg Disease,Albers Schonberg,
MESH:D010022,Osteopetrosis,Albers Schönberg Disease,Albers Schönberg,
MESH:D010022,Osteopetrosis,Albers-Schoenberg Disease,Albers-Schoenberg,
MESH:D010022,Osteopetrosis,Albers-Schonberg Disease,Albers-Schonberg,
MESH:D010022,Osteopetrosis,Albers-Schönberg Disease,Albers-Schönberg,
MESH:D005359,"Fibrous Dysplasia, Polyostotic",Albright's Disease,Albright's,
MESH:D008108,"Liver Diseases, Alcoholic",Alcoholic Liver Disease,Alcoholic Liver,remove
MESH:D000453,Aleutian Mink Disease,Aleutian Mink Disease,Aleutian Mink,
MESH:D038261,Alexander Disease,Alexander Disease,Alexander,remove
MESH:D038261,Alexander Disease,Alexanders Disease,Alexanders,remove
MESH:D038261,Alexander Disease,Alexander's Disease,Alexander's,
MESH:D002549,Diffuse Cerebral Sclerosis of Schilder,Alper Disease,Alper,remove
MESH:D002549,Diffuse Cerebral Sclerosis of Schilder,Alpers Disease,Alpers,
MESH:D002549,Diffuse Cerebral Sclerosis of Schilder,Alpers' Disease,Alpers',
MESH:D002549,Diffuse Cerebral Sclerosis of Schilder,Alper's Disease,Alper's,
MESH:D020167,Hyperlysinemias,Alpha Aminoadipic Semialdehyde Deficiency Disease,Alpha Aminoadipic Semialdehyde Deficiency,
MESH:D007161,Immunoproliferative Small Intestinal Disease,alpha Chain Disease,alpha Chain,remove
MESH:D005645,Fucosidosis,alpha Fucosidase Deficiency Disease,alpha Fucosidase Deficiency,
MESH:D000795,Fabry Disease,alpha Galactosidase A Deficiency Disease,alpha Galactosidase A Deficiency,
MESH:D013631,Tangier Disease,Alpha High Density Lipoprotein Deficiency Disease,Alpha High Density Lipoprotein Deficiency,
MESH:D005645,Fucosidosis,alpha L Fucosidase Deficiency Disease,alpha L Fucosidase Deficiency,
MESH:C565963,Alpha-2-Deficient Collagen Disease,Alpha-2-Deficient Collagen Disease,Alpha-2-Deficient Collagen,
MESH:D020167,Hyperlysinemias,Alpha-Aminoadipic Semialdehyde Deficiency Disease,Alpha-Aminoadipic Semialdehyde Deficiency,
MESH:D007161,Immunoproliferative Small Intestinal Disease,alpha-Chain Disease,alpha-Chain,remove
MESH:D005645,Fucosidosis,alpha-Fucosidase Deficiency Disease,alpha-Fucosidase Deficiency,
MESH:D000795,Fabry Disease,alpha-Galactosidase A Deficiency Disease,alpha-Galactosidase A Deficiency,
MESH:D005645,Fucosidosis,alpha-L-Fucosidase Deficiency Disease,alpha-L-Fucosidase Deficiency,
MESH:C536591,Alveolar echinococcosis,Alveolar hydatid disease,Alveolar hydatid,remove
MESH:D000544,Alzheimer Disease,Alzheimer Disease,Alzheimer,
MESH:D000544,Alzheimer Disease,Alzheimer's Disease,Alzheimer's,
MESH:C000654764,Amoebic gill disease,Amoebic gill disease,Amoebic gill,remove
MESH:D006011,Glycogen Storage Disease Type IV,Andersen Disease,Andersen,
MESH:D006011,Glycogen Storage Disease Type IV,Andersens Disease,Andersens,
MESH:D006011,Glycogen Storage Disease Type IV,Andersen's Disease,Andersen's,
MESH:C535460,Chylomicron retention disease,Anderson Disease,Anderson,
MESH:D000795,Fabry Disease,Anderson Fabry Disease,Anderson Fabry,
MESH:D000795,Fabry Disease,Anderson-Fabry Disease,Anderson-Fabry,
MESH:D010273,"Parasitic Diseases, Animal",Animal Parasitic Disease,Animal Parasitic,remove
MESH:D012002,Rectal Diseases,Anorectal Disease,Anorectal,remove
MESH:D001342,Autonomic Nervous System Diseases,ANS Disease,ANS,
MESH:D016472,Motor Neuron Disease,Anterior Horn Cell Disease,Anterior Horn Cell,remove
MESH:D010900,Pituitary Diseases,Anterior Pituitary Disease,Anterior Pituitary,remove
MESH:D019867,Anti-Glomerular Basement Membrane Disease,Anti GBM Disease,Anti GBM,remove
MESH:D019867,Anti-Glomerular Basement Membrane Disease,Anti Glomerular Basement Membrane Disease,Anti Glomerular Basement Membrane,remove
MESH:D019867,Anti-Glomerular Basement Membrane Disease,Anti-GBM Disease,Anti-GBM,remove
MESH:D019867,Anti-Glomerular Basement Membrane Disease,Anti-Glomerular Basement Membrane Disease,Anti-Glomerular Basement Membrane,remove
MESH:C538458,Rapidly progressive glomerulonephritis with pulmonary hemorrhage,Anti-glomerular basement membrane antibody disease,Anti-glomerular basement membrane antibody,remove
MESH:D052120,Glycogen Storage Disease Type IIb,Antopol Disease,Antopol,
MESH:D001004,Anus Diseases,Anus Disease,Anus,remove
MESH:D001018,Aortic Diseases,Aortic Disease,Aortic,remove
MESH:D000082862,Aortic Valve Disease,Aortic Heart Disease,Aortic Heart,remove
MESH:D000082862,Aortic Valve Disease,Aortic Valve Disease,Aortic Valve,remove
MESH:D000082862,Aortic Valve Disease,Aortic Valvular Heart Disease,Aortic Valvular Heart,remove
MESH:D018420,Ape Diseases,Ape Disease,Ape,remove
MESH:D000168,Acrocephalosyndactylia,Apert Crouzon Disease,Apert Crouzon,
MESH:D000168,Acrocephalosyndactylia,Apert-Crouzon Disease,Apert-Crouzon,
MESH:D052476,"Hypobetalipoproteinemia, Familial, Apolipoprotein B",Apolipoprotein B Deficiency Disease,Apolipoprotein B Deficiency,
MESH:D020162,Hyperargininemia,Arginase Deficiency Disease,Arginase Deficiency,
MESH:D020159,Citrullinemia,Argininosuccinate Synthase Deficiency Disease,Argininosuccinate Synthase Deficiency,
MESH:D020159,Citrullinemia,Argininosuccinic Acid Synthase Deficiency Disease,Argininosuccinic Acid Synthase Deficiency,
MESH:D020159,Citrullinemia,Argininosuccinic Acid Synthetase Deficiency Disease,Argininosuccinic Acid Synthetase Deficiency,
MESH:D020765,Intracranial Arterial Diseases,Arterial Brain Disease,Arterial Brain,remove
MESH:D001157,Arterial Occlusive Diseases,Arterial Obstructive Disease,Arterial Obstructive,remove
MESH:D001157,Arterial Occlusive Diseases,Arterial Occlusive Disease,Arterial Occlusive,remove
MESH:D007966,"Leukodystrophy, Metachromatic",Arylsulfatase A Deficiency Disease,Arylsulfatase A Deficiency,
MESH:D020817,Asperger Syndrome,Asperger Disease,Asperger,
MESH:D020817,Asperger Syndrome,Aspergers Disease,Aspergers,
MESH:D020817,Asperger Syndrome,Asperger's Disease,Asperger's,
MESH:D058070,Asymptomatic Diseases,Asymptomatic Disease,Asymptomatic,remove
MESH:D020191,"Myoclonic Epilepsies, Progressive",Atypical Inclusion Body Disease,Atypical Inclusion Body,remove
MESH:D020191,"Myoclonic Epilepsies, Progressive",Atypical Inclusion-Body Disease,Atypical Inclusion-Body,remove
MESH:C566823,"Parkinson Disease, Familial, Type 1",Atypical Parkinson Disease,Atypical Parkinson,
MESH:D020371,Pelizaeus-Merzbacher Disease,Atypical Pelizaeus Merzbacher Disease,Atypical Pelizaeus Merzbacher,
MESH:D020371,Pelizaeus-Merzbacher Disease,Atypical Pelizaeus-Merzbacher Disease,Atypical Pelizaeus-Merzbacher,
MESH:D011557,Pseudorabies,Aujeszky Disease,Aujeszky,
MESH:D011557,Pseudorabies,Aujeszkys Disease,Aujeszkys,
MESH:D011557,Pseudorabies,Aujeszky's Disease,Aujeszky's,
MESH:D001327,Autoimmune Diseases,Autoimmune Disease,Autoimmune,remove
MESH:D001342,Autonomic Nervous System Diseases,Autonomic Disease,Autonomic,remove
MESH:C538637,Autosomal dominant diffuse Lewy body disease,Autosomal dominant diffuse Lewy body disease,Autosomal dominant diffuse Lewy body,
MESH:D020734,Parkinsonian Disorders,Autosomal Dominant Juvenile Parkinson Disease,Autosomal Dominant Juvenile Parkinson,
MESH:D006105,"Granulomatous Disease, Chronic",Autosomal Recessive Chronic Granulomatous Disease,Autosomal Recessive Chronic Granulomatous,
MESH:D020734,Parkinsonian Disorders,Autosomal Recessive Juvenile Parkinson Disease,Autosomal Recessive Juvenile Parkinson,
MESH:D017044,"Polycystic Kidney, Autosomal Recessive",Autosomal Recessive Polycystic Kidney Disease,Autosomal Recessive Polycystic Kidney,
MESH:D001715,Bird Diseases,Avian Disease,Avian,remove
MESH:D017827,Machado-Joseph Disease,Azorean Disease,Azorean,
MESH:D017827,Machado-Joseph Disease,Azorean Neurologic Disease,Azorean Neurologic,
MESH:D001424,Bacterial Infections,Bacterial Disease,Bacterial,remove
MESH:D015231,"Sexually Transmitted Diseases, Bacterial",Bacterial Sexually Transmitted Disease,Bacterial Sexually Transmitted,remove
MESH:D017192,"Skin Diseases, Bacterial",Bacterial Skin Disease,Bacterial Skin,remove
MESH:D015231,"Sexually Transmitted Diseases, Bacterial",Bacterial Venereal Disease,Bacterial Venereal,remove
MESH:D000086966,Bacterial Zoonoses,Bacterial Zoonotic Disease,Bacterial Zoonotic,remove
MESH:C537900,Baker-Winegrad disease,Baker-Winegrad disease,Baker-Winegrad,
MESH:D002007,"Brucellosis, Bovine",Bang Disease,Bang,
MESH:D002007,"Brucellosis, Bovine",Bangs Disease,Bangs,
MESH:D002007,"Brucellosis, Bovine",Bang's Disease,Bang's,
MESH:C537903,Banti's syndrome,Banti's disease,Banti's,
MESH:D001477,Bartter Syndrome,Bartter Disease,Bartter,
MESH:D001477,Bartter Syndrome,Bartters Disease,Bartters,
MESH:D001477,Bartter Syndrome,Bartter's Disease,Bartter's,
MESH:D001480,Basal Ganglia Diseases,Basal Ganglia Disease,Basal Ganglia,remove
MESH:D020144,Basal Ganglia Cerebrovascular Disease,Basal Ganglia Cerebrovascular Disease,Basal Ganglia Cerebrovascular,remove
MESH:D020144,Basal Ganglia Cerebrovascular Disease,Basal Ganglia Vascular Disease,Basal Ganglia Vascular,remove
MESH:D006111,Graves Disease,Basedow Disease,Basedow,
MESH:D006111,Graves Disease,Basedows Disease,Basedows,
MESH:D006111,Graves Disease,Basedow's Disease,Basedow's,
MESH:D000012,Abetalipoproteinemia,Bassen Kornzweig Disease,Bassen Kornzweig,
MESH:D000012,Abetalipoproteinemia,Bassen-Kornzweig Disease,Bassen-Kornzweig,
MESH:D009472,Neuronal Ceroid-Lipofuscinoses,Batten Disease,Batten,
MESH:D009472,Neuronal Ceroid-Lipofuscinoses,Batten Mayou Disease,Batten Mayou,
MESH:D009472,Neuronal Ceroid-Lipofuscinoses,Batten Spielmeyer Vogt Disease,Batten Spielmeyer Vogt,
MESH:D009472,Neuronal Ceroid-Lipofuscinoses,Batten-Mayou Disease,Batten-Mayou,
MESH:D009472,Neuronal Ceroid-Lipofuscinoses,Batten-Spielmeyer-Vogt Disease,Batten-Spielmeyer-Vogt,
MESH:D004891,Erythema Induratum,Bazin Disease,Bazin,
MESH:D004891,Erythema Induratum,Bazins Disease,Bazins,
MESH:D004891,Erythema Induratum,Bazin's Disease,Bazin's,
MESH:D013167,"Spondylitis, Ankylosing",Bechterew Disease,Bechterew,
MESH:D013167,"Spondylitis, Ankylosing",Bechterews Disease,Bechterews,
MESH:D013167,"Spondylitis, Ankylosing",Bechterew's Disease,Bechterew's,
MESH:D009224,Myotonia Congenita,Becker Disease,Becker,
MESH:D001528,Behcet Syndrome,Behcet Disease,Behcet,
MESH:D001528,Behcet Syndrome,Behçet Disease,Behçet,
MESH:D001528,Behcet Syndrome,Behcet's Disease,Behcet's,
MESH:D005922,"Glomerulonephritis, IGA",Berger Disease,Berger,
MESH:D005922,"Glomerulonephritis, IGA",Bergers Disease,Bergers,
MESH:D005922,"Glomerulonephritis, IGA",Berger's Disease,Berger's,
MESH:D001607,Berylliosis,Beryllium Disease,Beryllium,remove
MESH:D012507,Sarcoidosis,Besnier Boeck Disease,Besnier Boeck,
MESH:D012507,Sarcoidosis,Besnier-Boeck Disease,Besnier-Boeck,
MESH:D005097,"Exostoses, Multiple Hereditary",Bessel-Hagen Disease,Bessel-Hagen,
MESH:D057826,Vitelliform Macular Dystrophy,Best Disease,Best,remove
MESH:D057826,Vitelliform Macular Dystrophy,Best's Disease,Best's,remove
MESH:D016537,"Gangliosidosis, GM1",Beta Galactosidase 1 Deficiency Disease,Beta Galactosidase 1 Deficiency,
MESH:D016537,"Gangliosidosis, GM1",Beta-Galactosidase-1 Deficiency Disease,Beta-Galactosidase-1 Deficiency,
MESH:D000012,Abetalipoproteinemia,Betalipoprotein Deficiency Disease,Betalipoprotein Deficiency,
MESH:D000082882,Bicuspid Aortic Valve Disease,Bicuspid Aortic Valve Disease,Bicuspid Aortic Valve,remove
MESH:D004604,Elephantiasis,Bigfoot Disease,Bigfoot,remove
MESH:C538558,Bilateral Kienbock's disease,Bilateral Kienbock's disease,Bilateral Kienbock's,
MESH:D001649,Bile Duct Diseases,Bile Duct Disease,Bile Duct,
MESH:D001660,Biliary Tract Diseases,Biliary Tract Disease,Biliary Tract,remove
MESH:D015140,"Dementia, Vascular",Binswanger Disease,Binswanger,remove
MESH:D015140,"Dementia, Vascular",Binswangers Disease,Binswangers,
MESH:D015140,"Dementia, Vascular",Binswanger's Disease,Binswanger's,
MESH:C537658,"Basal ganglia disease, biotin-responsive",Biotin-responsive basal ganglia disease,Biotin-responsive basal ganglia,remove
MESH:D001715,Bird Diseases,Bird Disease,Bird,remove
MESH:D055008,Anthracosis,Black Lung Disease,Black Lung,
MESH:D029503,"Anemia, Diamond-Blackfan",Blackfan Diamond Disease,Blackfan Diamond,
MESH:D029503,"Anemia, Diamond-Blackfan",Blackfan-Diamond Disease,Blackfan-Diamond,
MESH:D001745,Urinary Bladder Diseases,Bladder Disease,Bladder,remove
MESH:D006402,Hematologic Diseases,Blood Disease,Blood,remove
MESH:D000086982,Blood-Borne Infections,Blood Borne Disease,Blood Borne,remove
MESH:C536237,Blount disease,Blount disease,Blount,
MESH:D019318,Porcine Reproductive and Respiratory Syndrome,Blue Eared Pig Disease,Blue Eared Pig,remove
MESH:D019318,Porcine Reproductive and Respiratory Syndrome,Blue-Eared Pig Disease,Blue-Eared Pig,remove
MESH:D012507,Sarcoidosis,Boeck Disease,Boeck,
MESH:D012507,Sarcoidosis,Boecks Disease,Boecks,
MESH:D012507,Sarcoidosis,Boeck's Disease,Boeck's,
MESH:D001847,Bone Diseases,Bone Disease,Bone,remove
MESH:D001855,Bone Marrow Diseases,Bone Marrow Disease,Bone Marrow,remove
MESH:D001882,Border Disease,Border Disease,Border,remove
MESH:D001890,Borna Disease,Borna Disease,Borna,
MESH:D011000,"Pleurodynia, Epidemic",Bornholm Disease,Bornholm,
MESH:C564092,Bornholm Eye Disease,Bornholm Eye Disease,Bornholm Eye,
MESH:D012214,Rheumatic Heart Disease,Bouillaud Disease,Bouillaud,
MESH:D012214,Rheumatic Heart Disease,Bouillauds Disease,Bouillauds,
MESH:D012214,Rheumatic Heart Disease,Bouillaud's Disease,Bouillaud's,
MESH:D014402,Tuberous Sclerosis,Bourneville Disease,Bourneville,
MESH:D014402,Tuberous Sclerosis,Bourneville Pringle Disease,Bourneville Pringle,
MESH:D014402,Tuberous Sclerosis,Bourneville Pringle's Disease,Bourneville Pringle's,
MESH:D014402,Tuberous Sclerosis,Bourneville-Pringle Disease,Bourneville-Pringle,
MESH:D014402,Tuberous Sclerosis,Bourneville-Pringles Disease,Bourneville-Pringles,
MESH:D014402,Tuberous Sclerosis,Bourneville-Pringle's Disease,Bourneville-Pringle's,
MESH:D014402,Tuberous Sclerosis,Bourneville's Disease,Bourneville's,
MESH:D002418,Cattle Diseases,Bovine Disease,Bovine,remove
MESH:D001912,Bovine Virus Diarrhea-Mucosal Disease,Bovine Virus Diarrhea Mucosal Disease,Bovine Virus Diarrhea Mucosal,remove
MESH:D001912,Bovine Virus Diarrhea-Mucosal Disease,Bovine Virus Diarrhea-Mucosal Disease,Bovine Virus Diarrhea-Mucosal,remove
MESH:D001913,Bowen's Disease,Bowen Disease,Bowen,
MESH:D001913,Bowen's Disease,Bowens Disease,Bowens,
MESH:D001913,Bowen's Disease,Bowen's Disease,Bowen's,
MESH:D020516,Brachial Plexus Neuropathies,Brachial Plexus Disease,Brachial Plexus,
MESH:D001927,Brain Diseases,Brain Disease,Brain,remove
MESH:D020765,Intracranial Arterial Diseases,Brain Arterial Disease,Brain Arterial,remove
MESH:C536329,Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy,Brain-bone-fat disease,Brain-bone-fat,remove
MESH:D001941,Breast Diseases,Breast Disease,Breast,remove
MESH:D005348,Fibrocystic Breast Disease,Breast Cystic Disease,Breast Cystic,remove
MESH:D005348,Fibrocystic Breast Disease,Breast Fibrocystic Disease,Breast Fibrocystic,remove
MESH:D005921,Glomerulonephritis,Bright Disease,Bright,remove
MESH:D014438,"Typhus, Epidemic Louse-Borne",Brill Disease,Brill,
MESH:D008224,"Lymphoma, Follicular",Brill Symmers Disease,Brill Symmers,
MESH:D014438,"Typhus, Epidemic Louse-Borne",Brill Zinsser Disease,Brill Zinsser,
MESH:D014438,"Typhus, Epidemic Louse-Borne",Brills Disease,Brills,
MESH:D014438,"Typhus, Epidemic Louse-Borne",Brill's Disease,Brill's,
MESH:D008224,"Lymphoma, Follicular",Brill-Symmers Disease,Brill-Symmers,
MESH:D014438,"Typhus, Epidemic Louse-Borne",Brill-Zinsser Disease,Brill-Zinsser,
MESH:D010013,Osteogenesis Imperfecta,Brittle Bone Disease,Brittle Bone,
MESH:D006952,Hyperlipoproteinemia Type III,Broad Beta Disease,Broad Beta,
MESH:C536607,Brody myopathy,Brody Disease,Brody,
MESH:D001982,Bronchial Diseases,Bronchial Disease,Bronchial,remove
MESH:D000326,Adrenoleukodystrophy,Bronze Schilder Disease,Bronze Schilder,
MESH:D002095,Byssinosis,Brown Lung Disease,Brown Lung,
MESH:D018437,Brown-Sequard Syndrome,Brown Sequard Disease,Brown Sequard,
MESH:D018437,Brown-Sequard Syndrome,Brown Sequard's Disease,Brown Sequard's,
MESH:D018437,Brown-Sequard Syndrome,Brown-Sequard Disease,Brown-Sequard,
MESH:D018437,Brown-Sequard Syndrome,Brown-Sequards Disease,Brown-Sequards,
MESH:D018437,Brown-Sequard Syndrome,Brown-Sequard's Disease,Brown-Sequard's,
MESH:C531816,Severe combined immunodeficiency due to adenosine deaminase deficiency,Bubble boy disease,Bubble boy,
MESH:D013919,Thromboangiitis Obliterans,Buerger Disease,Buerger,
MESH:D013919,Thromboangiitis Obliterans,Buergers Disease,Buergers,
MESH:D013919,Thromboangiitis Obliterans,Buerger's Disease,Buerger's,
MESH:D012872,"Skin Diseases, Vesiculobullous",Bullous Skin Disease,Bullous Skin,remove
MESH:D054312,Buruli Ulcer,Buruli Ulcer Disease,Buruli Ulcer,
MESH:C535933,"Cholestasis, progressive familial intrahepatic 1",Byler disease,Byler,
MESH:C535933,"Cholestasis, progressive familial intrahepatic 1",Byler's disease,Byler's,
MESH:D007691,Medullary Sponge Kidney,Cacchi Ricci Disease,Cacchi Ricci,
MESH:D006958,"Hyperostosis, Cortical, Congenital",Caffey Disease,Caffey,
MESH:D003665,Decompression Sickness,Caisson Disease,Caisson,
MESH:D002805,Chondrocalcinosis,Calcium Pyrophosphate Deposition Disease,Calcium Pyrophosphate Deposition,
MESH:C563162,Chondrocalcinosis 2,Calcium Pyrophosphate Dihydrate Deposition Disease,Calcium Pyrophosphate Dihydrate Deposition,
MESH:D003966,Camurati-Engelmann Syndrome,Camurati Engelmann Disease,Camurati Engelmann,
MESH:D003966,Camurati-Engelmann Syndrome,Camurati-Engelmann Disease,Camurati-Engelmann,
MESH:D017825,Canavan Disease,Canavan Disease,Canavan,
MESH:D017825,Canavan Disease,Canavan van Bogaert Bertrand Disease,Canavan van Bogaert Bertrand,
MESH:D017825,Canavan Disease,Canavan-van Bogaert-Bertrand Disease,Canavan-van Bogaert-Bertrand,
MESH:D004283,Dog Diseases,Canine Disease,Canine,remove
MESH:C579969,Cap Myopathy,Cap Disease,Cap,remove
MESH:D015511,Goat Diseases,Caprine Disease,Caprine,
MESH:D020165,Carbamoyl-Phosphate Synthase I Deficiency Disease,Carbamoyl Phosphate Synthase (Ammonia) Deficiency Disease,Carbamoyl Phosphate Synthase (Ammonia) Deficiency,
MESH:D020165,Carbamoyl-Phosphate Synthase I Deficiency Disease,Carbamoyl Phosphate Synthase 1 Deficiency Disease,Carbamoyl Phosphate Synthase 1 Deficiency,
MESH:D020165,Carbamoyl-Phosphate Synthase I Deficiency Disease,Carbamoyl Phosphate Synthetase I Deficiency Disease,Carbamoyl Phosphate Synthetase I Deficiency,
MESH:D020165,Carbamoyl-Phosphate Synthase I Deficiency Disease,Carbamoyl-Phosphate Synthase 1 Deficiency Disease,Carbamoyl-Phosphate Synthase 1 Deficiency,
MESH:D020165,Carbamoyl-Phosphate Synthase I Deficiency Disease,Carbamoyl-Phosphate Synthase I Deficiency Disease,Carbamoyl-Phosphate Synthase I Deficiency,
MESH:D020165,Carbamoyl-Phosphate Synthase I Deficiency Disease,Carbamoylphosphate Synthetase 1 Deficiency Disease,Carbamoylphosphate Synthetase 1 Deficiency,
MESH:D020165,Carbamoyl-Phosphate Synthase I Deficiency Disease,Carbamoylphosphate Synthetase I Deficiency Disease,Carbamoylphosphate Synthetase I Deficiency,
MESH:D020165,Carbamoyl-Phosphate Synthase I Deficiency Disease,Carbamoyl-Phosphate Synthetase I Deficiency Disease,Carbamoyl-Phosphate Synthetase I Deficiency,
MESH:D020165,Carbamoyl-Phosphate Synthase I Deficiency Disease,Carbamyl Phosphate Synthetase 1 Deficiency Disease,Carbamyl Phosphate Synthetase 1 Deficiency,
MESH:D020165,Carbamoyl-Phosphate Synthase I Deficiency Disease,Carbamyl Phosphate Synthetase Deficiency Disease,Carbamyl Phosphate Synthetase Deficiency,
